image_name	label_id
good_cigs_000403.jpg	1
sigars_000289.jpg	1
sigars_000276.jpg	1
sigars_000262.jpg	1
sigars_000048.jpg	1
sigars_000074.jpg	1
sigars_000061.jpg	1
sigars_000277.jpg	1
sigars_000115.jpg	1
sigars_000101.jpg	1
good_cigs_000358.jpg	1
good_cigs_000416.jpg	1
sigars_000103.jpg	1
sigars_000249.jpg	1
sigars_000261.jpg	1
sigars_000275.jpg	1
good_cigs_000212.jpg	1
sigars_000088.jpg	1
sigars_000076.jpg	1
sigars_000089.jpg	1
sigars_000248.jpg	1
sigars_000300.jpg	1
sigars_000102.jpg	1
sigars_000270.jpg	1
sigars_000258.jpg	1
sigars_000073.jpg	1
sigars_000098.jpg	1
sigars_000259.jpg	1
sigars_000271.jpg	1
sigars_000265.jpg	1
sigars_000107.jpg	1
sigars_000113.jpg	1
good_cigs_000348.jpg	1
sigars_000105.jpg	1
sigars_000111.jpg	1
sigars_000267.jpg	1
sigars_000071.jpg	1
sigars_000065.jpg	1
sigars_000059.jpg	1
sigars_000058.jpg	1
sigars_000064.jpg	1
sigars_000070.jpg	1
good_cigs_000229.jpg	1
sigars_000272.jpg	1
sigars_000104.jpg	1
good_cigs_000460.jpg	1
sigars_000163.jpg	1
sigars_000215.jpg	1
sigars_000002.jpg	1
sigars_000016.jpg	1
good_cigs_000273.jpg	1
sigars_000200.jpg	1
sigars_000176.jpg	1
sigars_000189.jpg	1
good_cigs_000463.jpg	1
sigars_000174.jpg	1
sigars_000160.jpg	1
sigars_000202.jpg	1
sigars_000216.jpg	1
sigars_000015.jpg	1
sigars_000001.jpg	1
good_cigs_000270.jpg	1
sigars_000217.jpg	1
sigars_000203.jpg	1
sigars_000161.jpg	1
sigars_000175.jpg	1
good_cigs_000310.jpg	1
sigars_000171.jpg	1
sigars_000207.jpg	1
sigars_000213.jpg	1
sigars_000011.jpg	1
sigars_000039.jpg	1
sigars_000038.jpg	1
sigars_000004.jpg	1
good_cigs_000275.jpg	1
sigars_000212.jpg	1
sigars_000158.jpg	1
sigars_000164.jpg	1
sigars_000166.jpg	1
sigars_000172.jpg	1
sigars_000210.jpg	1
good_cigs_000288.jpg	1
sigars_000007.jpg	1
sigars_000239.jpg	1
sigars_000205.jpg	1
sigars_000211.jpg	1
sigars_000173.jpg	1
sigars_000181.jpg	1
sigars_000142.jpg	1
sigars_000156.jpg	1
sigars_000208.jpg	1
sigars_000234.jpg	1
sigars_000023.jpg	1
sigars_000037.jpg	1
sigars_000235.jpg	1
sigars_000143.jpg	1
sigars_000194.jpg	1
sigars_000196.jpg	1
sigars_000169.jpg	1
sigars_000155.jpg	1
sigars_000141.jpg	1
sigars_000237.jpg	1
sigars_000009.jpg	1
sigars_000035.jpg	1
sigars_000020.jpg	1
sigars_000008.jpg	1
good_cigs_000279.jpg	1
sigars_000236.jpg	1
sigars_000140.jpg	1
sigars_000154.jpg	1
sigars_000168.jpg	1
sigars_000183.jpg	1
sigars_000193.jpg	1
sigars_000187.jpg	1
good_cigs_000335.jpg	1
good_cigs_000453.jpg	1
sigars_000144.jpg	1
sigars_000178.jpg	1
sigars_000226.jpg	1
